,etiqueta
304212,5
304215,5
304223,5
304227,0
304228,5
304229,3
304230,5
304231,5
304234,5
304237,5
304238,5
304239,5
304240,5
304241,5
304242,5
304243,5
304246,5
304248,0
304251,2
304255,5
304257,5
304262,5
304264,5
304266,5
304267,5
304269,5
304272,5
304274,5
304275,5
304276,5
304278,5
304283,2
304284,5
304285,2
304286,5
304287,5
304289,0
304291,0
304295,5
304298,5
304299,0
304302,5
304304,5
304309,5
304311,-1
304312,4
304314,5
304316,5
304317,4
304318,5
304319,5
304320,1
304321,0
304326,5
304327,5
304329,2
304330,5
304332,5
304333,5
304339,0
304340,5
304343,5
304346,5
304347,5
304349,3
304353,5
304355,5
304357,5
304358,5
304360,5
304361,5
304363,-1
304364,5
304365,5
304367,1
304368,1
304373,5
304375,5
304377,5
304380,5
304381,5
304385,5
304387,5
304389,1
304390,5
304392,5
304394,1
304395,3
304400,0
304401,5
304404,3
304408,0
304409,5
304411,0
304414,5
304417,5
304418,0
304423,2
304425,5
304430,5
304431,3
304432,3
304433,5
304434,2
304435,0
304437,4
304439,5
304440,5
304442,5
304444,5
304448,5
304452,5
304453,1
304454,0
304458,5
304461,5
304463,2
304465,5
304466,5
304468,5
304471,5
304472,5
304473,5
304474,5
304475,3
304477,3
304481,5
304482,5
304483,0
304484,3
304486,3
304490,5
304492,5
304493,3
304495,5
304496,5
304499,3
304502,3
304504,1
304506,5
304510,5
304511,5
304512,2
304514,2
304520,5
304521,5
304523,5
304524,5
304530,5
304532,0
304533,4
304534,1
304538,5
304539,0
304541,1
304542,2
304543,5
304544,5
304545,3
304548,5
304549,2
304550,5
304552,0
304553,-1
304555,5
304557,0
304560,2
304561,5
304563,3
304564,5
304565,5
304566,-1
304567,5
304568,3
304569,2
304573,5
304575,5
304577,5
304578,4
304580,3
304581,1
304584,2
304585,5
304586,5
304587,5
304588,5
304589,-1
304590,5
304594,5
304595,5
304596,5
304597,5
304598,5
304599,4
304600,5
304601,3
304606,-1
304609,5
304610,5
304611,5
304615,5
304616,5
304617,5
304620,3
304622,4
304623,5
304624,5
304625,2
304626,5
304627,3
304628,3
304630,2
304632,5
304634,5
304637,1
304639,5
304640,5
304641,1
304642,5
304643,0
304644,5
304645,5
304646,5
304647,5
304650,5
304652,5
304654,5
304656,5
304657,5
304658,5
304659,1
304660,5
304661,4
304663,5
304666,5
304667,5
304671,5
304672,5
304673,5
304674,5
304675,5
304676,5
304677,3
304678,5
304679,5
304681,2
304682,5
304683,5
304684,5
304685,4
304686,2
304688,5
304689,5
304690,5
304691,5
304692,2
304693,5
304694,5
304695,5
304698,5
304703,4
304704,5
304705,5
304706,5
304707,5
304708,5
304709,5
304711,5
304713,3
304714,4
304715,5
304716,5
304717,5
304719,5
304720,3
304722,5
304724,3
304725,5
304727,5
304729,5
304730,2
304731,5
304733,2
304734,2
304736,0
304737,5
304739,1
304740,5
304745,5
304747,5
304748,5
304749,5
304750,3
304751,5
304754,5
304755,1
304756,5
304757,2
304759,5
304761,5
304762,5
304763,3
304764,5
304765,5
304766,5
304767,5
304768,5
304769,2
304771,5
304772,5
304773,5
304774,5
304775,5
304776,5
304777,1
304778,5
304779,5
304782,3
304784,0
304785,2
304786,5
304787,5
304788,5
304789,5
304790,5
304791,2
304792,5
304793,5
304794,5
304795,2
304797,2
304801,2
304802,5
304804,2
304805,5
304806,2
304808,5
304809,5
304810,5
304812,5
304813,5
304818,2
304819,5
304820,5
304825,5
304829,5
304830,5
304831,2
304833,5
304834,5
304836,5
304837,5
304840,4
304844,5
304845,3
304846,5
304847,4
304848,5
304850,5
304851,3
304854,5
304855,5
304857,4
304858,3
304859,5
304860,0
304861,5
304862,5
304864,4
304865,5
304868,5
304869,2
304870,5
304871,1
304872,5
304874,5
304875,5
304878,5
304879,5
304880,5
304881,5
304883,5
304884,2
304885,4
304886,5
304887,1
304888,5
304889,5
304890,-1
304891,5
304892,5
304893,3
304894,5
304895,5
304898,0
304899,3
304900,2
304901,5
304902,2
304903,1
304904,1
304905,5
304908,5
304909,5
304910,2
304912,5
304913,1
304914,4
304916,2
304917,5
304918,5
304919,3
304921,5
304922,1
304926,5
304928,2
304933,0
304934,5
304936,5
304937,2
304938,5
304939,5
304940,3
304943,2
304945,5
304946,3
304947,3
304948,5
304949,4
304952,1
304956,5
304957,5
304958,1
304960,3
304961,5
304962,1
304965,2
304967,5
304970,4
304973,5
304974,5
304976,5
304977,2
304980,5
304983,5
304984,5
304988,5
304990,5
304991,5
304995,5
304997,5
304998,5
305000,5
305001,5
305002,3
305004,5
305005,5
305006,2
305007,5
305008,5
305012,5
305013,5
305015,5
305020,-1
305021,5
305023,5
305024,5
305029,4
305031,3
305032,4
305033,5
305034,2
305036,5
305038,5
305041,5
305042,1
305043,5
305044,5
305046,3
305047,5
305048,5
305050,5
305051,1
305053,5
305055,0
305056,5
305057,3
305058,5
305060,3
305061,2
305062,5
305063,5
305066,4
305067,3
305068,5
305069,5
305070,5
305071,5
305072,4
305074,5
305075,5
305080,4
305083,5
305084,5
305085,4
305086,5
305088,5
305090,5
305092,5
305093,2
305094,2
305096,5
305097,5
305098,5
305099,5
305100,2
305101,5
305102,5
305103,5
305104,1
305106,3
305107,5
305108,2
305112,5
305113,4
305115,5
305116,4
305118,5
305119,5
305120,5
305121,5
305122,2
305123,5
305124,4
305125,5
305130,4
305131,5
305136,5
305137,5
305138,4
305139,5
305140,5
305141,1
305143,5
305144,5
305145,5
305151,0
305152,5
305154,5
305158,2
305160,5
305161,4
305162,5
305164,4
305168,5
305170,5
305172,5
305173,-1
305174,5
305175,5
305177,0
305178,5
305179,5
305180,5
305181,2
305182,5
305183,5
305184,3
305185,5
305188,0
305189,5
305190,5
305192,2
305193,5
305194,2
305197,2
305198,1
305203,5
305205,5
305206,5
305211,3
305212,3
305215,2
305216,5
305217,5
305218,0
305219,5
305220,4
305223,5
305225,4
305227,3
305228,5
305229,5
305230,5
305232,1
305235,1
305237,2
305239,5
305240,5
305241,5
305242,5
305244,5
305245,5
305246,2
305247,5
305248,5
305251,3
305252,5
305254,-1
305255,5
305256,2
305257,4
305259,5
305260,5
305262,3
305263,5
305266,5
305267,0
305270,5
305271,5
305272,5
305275,-1
305276,5
305277,5
305278,3
305279,1
305281,5
305282,4
305283,0
305284,5
305285,5
305286,5
305287,5
305289,5
305290,5
305291,5
305295,5
305296,3
305297,5
305298,5
305299,4
305301,5
305302,5
305303,5
305304,5
305305,5
305306,3
305307,1
305308,3
305309,5
305310,5
305312,5
305313,5
305314,2
305316,5
305317,5
305318,3
305319,1
305320,1
305321,2
305323,5
305324,5
305325,2
305328,0
305329,2
305331,5
305332,5
305333,5
305334,5
305336,5
305337,5
305340,4
305341,5
305343,5
305344,5
305345,5
305348,3
305349,5
305350,5
305353,2
305354,5
305355,2
305356,5
305357,5
305358,-1
305359,5
305361,5
305362,0
305364,5
305367,3
305368,5
305369,5
305371,3
305372,5
305373,5
305374,1
305375,5
305376,4
305378,5
305380,5
305381,5
305384,-1
305386,1
305387,5
305388,5
305389,4
305390,5
305391,2
305393,2
305394,4
305397,4
305398,5
305399,2
305400,5
305401,5
305402,5
305404,5
305405,1
305406,5
305407,2
305408,5
305409,5
305410,1
305411,5
305412,5
305413,3
305414,5
305415,5
305416,5
305418,0
305419,4
305420,5
305424,3
305426,5
305427,5
305429,5
305430,5
305431,3
305434,3
305435,0
305436,5
305437,1
305438,5
305439,1
305440,5
305441,5
305442,5
305443,5
305444,4
305445,2
305446,5
305448,5
305449,5
305450,5
305451,5
305452,5
305453,5
305454,5
305455,5
305456,5
305457,5
305458,5
305459,-1
305460,5
305461,-1
305462,5
305464,5
305465,5
305466,5
305467,5
305468,5
305470,3
305471,5
305472,5
305473,5
305474,5
305477,5
305478,5
305479,5
305480,0
305482,5
305483,5
305484,3
305485,5
305486,5
305488,5
305489,5
305490,5
305492,3
305493,5
305494,5
305495,0
305496,5
305499,5
305500,5
305501,3
305502,5
305503,5
305504,5
305505,4
305506,5
305507,5
305508,5
305509,5
305510,5
305511,5
305512,0
305514,5
305515,5
305516,5
305517,5
305518,5
305519,0
305520,5
305521,5
305522,5
305523,5
305524,5
305525,5
305526,5
305528,5
305529,5
305530,0
305531,5
305533,5
305535,5
305536,5
305537,5
305538,5
305539,5
305540,5
305541,5
305542,5
305543,5
305544,5
305545,5
305546,5
305547,3
305549,5
305551,5
305552,1
305554,5
305556,5
305557,5
305558,1
305559,5
305560,5
305562,5
305563,5
305564,5
305566,5
305567,5
305570,5
305571,3
305572,5
305573,5
305574,5
305575,5
305576,5
305577,4
305578,2
305579,5
305580,5
305582,5
305584,3
305585,5
305586,5
305587,1
305588,5
305589,5
305590,5
305591,5
305593,5
305595,1
305598,5
305599,5
305603,5
305604,4
305605,5
305606,5
305607,3
305609,5
305610,5
305613,5
305614,5
305616,5
305618,5
305619,5
305620,5
305623,3
305624,2
305625,5
305626,2
305627,5
305628,5
305629,5
305630,5
305633,3
305634,5
305635,2
305636,3
305637,2
305639,5
305640,5
305642,5
305643,5
305644,0
305645,5
305646,5
305647,5
305648,5
305649,5
305650,2
305653,4
305654,5
305655,1
305656,5
305657,1
305658,5
305659,5
305660,5
305661,5
305662,0
305663,5
305664,5
305669,5
305670,5
305671,3
305673,5
305674,5
305679,3
305681,5
305682,5
305683,3
305684,-1
305685,5
305686,5
305687,2
305688,5
305691,-1
305692,2
305693,5
305694,5
305696,5
305697,5
305699,5
305700,4
305701,5
305703,5
305705,5
305706,5
305707,5
305708,5
305709,5
305710,5
305711,5
305712,1
305713,5
305714,5
305715,5
305716,5
305717,3
305719,5
305721,5
305722,3
305723,-1
305725,1
305726,4
305729,5
305730,5
305731,4
305734,5
305735,3
305736,5
305738,5
305740,5
305741,5
305745,5
305746,5
305747,5
305750,5
305751,5
305752,5
305753,5
305756,3
305757,5
305758,5
305759,5
305760,5
305762,5
305763,5
305765,2
305767,3
305768,5
305769,3
305771,5
305772,5
305775,5
305778,1
305779,3
305781,2
305782,5
305786,5
305787,5
305788,5
305789,4
305790,3
305791,5
305792,3
305793,5
305796,4
305797,1
305798,1
305802,5
305803,5
305804,0
305805,1
305806,1
305807,5
305808,4
305809,4
305810,2
305812,2
305813,5
305814,5
305815,5
305818,5
305819,0
305820,3
305821,5
305822,3
305824,1
305825,5
305827,2
305828,2
305830,1
305832,5
305834,5
305836,5
305837,3
305839,5
305841,5
305843,3
305845,5
305847,4
305848,5
305849,3
305851,3
305852,-1
305853,5
305854,5
305855,5
305856,-1
305859,2
305860,0
305861,5
305862,1
305864,4
305867,5
305869,0
305870,3
305872,5
305874,0
305875,0
305876,4
305880,2
305881,4
305882,1
305886,5
305888,-1
305889,4
305890,5
305891,5
305892,5
305896,4
305897,1
305900,5
305901,5
305904,5
305905,0
305907,5
305908,2
305909,1
305910,5
305916,5
305917,5
305919,3
305921,5
305923,5
305924,5
305925,5
305927,5
305929,0
305930,5
305931,0
305935,5
305936,-1
305937,5
305940,5
305941,5
305943,5
305945,5
305946,5
305947,3
305952,5
305957,5
305961,1
305963,5
305965,5
305966,5
305967,5
305972,5
305973,5
305975,5
305976,5
305977,5
305978,5
305979,2
305981,5
305983,5
305984,5
305985,5
305987,5
305990,5
305994,1
305996,5
306002,1
306003,5
306005,5
306008,5
306009,3
306011,5
306012,5
306016,5
306018,5
306019,5
306020,5
306022,5
306024,5
306025,2
306026,2
306028,4
306030,5
306031,4
306033,1
306034,5
306036,-1
306037,5
306038,-1
306039,3
306040,1
306042,5
306047,5
306048,1
306050,1
306051,1
306052,5
306054,5
306059,5
306061,4
306063,1
306064,5
306065,4
306069,5
306070,5
306072,5
306073,0
306075,5
306076,2
306078,5
306079,5
306080,5
306081,3
306084,5
306086,5
306088,4
306089,5
306090,5
306091,5
306093,1
306094,5
306098,2
306099,5
306100,4
306102,5
306103,5
306104,0
306105,5
306108,5
306109,5
306111,1
306114,5
306115,5
306117,0
306121,5
306122,4
306123,5
306124,5
306125,5
306129,5
306131,5
306133,1
306134,5
306135,5
306137,5
306138,5
306139,5
306140,5
306141,5
306142,5
306143,5
306144,5
306150,5
306153,5
306155,5
306156,4
306159,5
306160,5
306161,3
306162,5
306163,5
306170,5
306174,5
306177,1
306179,5
306184,5
306186,5
306188,5
306189,5
306190,3
306193,2
306194,2
306196,5
306199,5
306204,5
306205,5
306209,5
306212,5
306214,3
306215,5
306217,5
306219,3
306223,5
306227,5
306229,4
306235,5
306236,5
306237,3
306238,5
306239,5
306240,4
306241,5
306245,5
306249,5
306252,5
306253,5
306255,5
306260,2
306261,5
306263,5
306264,5
306265,5
306266,5
306267,5
306271,5
306272,2
306274,2
306275,2
306276,5
306277,5
306278,5
306281,3
306284,5
306285,5
306286,1
306288,5
306289,5
306292,5
306296,5
306297,0
306298,5
306299,5
306300,5
306301,1
306303,5
306305,3
306306,5
306307,4
306310,5
306311,5
306312,5
306316,5
306318,5
306320,1
306321,5
306322,4
306323,5
306324,5
306325,2
306326,4
306327,5
306328,5
306329,0
306331,5
306333,5
306339,3
306341,1
306342,3
306343,5
306344,1
306345,5
306347,5
306348,3
306349,5
306354,5
306355,2
306357,-1
306358,1
306362,5
306364,0
306366,5
306367,5
306369,0
306370,5
306372,1
306376,5
306377,2
306378,5
306379,2
306380,0
306381,5
306384,5
306385,5
306386,5
306388,5
306391,5
306395,3
306397,5
306398,5
306400,0
306402,5
306403,5
306404,4
306408,2
306409,1
306410,5
306411,5
306412,5
306415,5
306416,5
306417,5
306420,2
306421,1
306422,3
306423,4
306426,5
306427,5
306430,3
306433,5
306434,5
306435,5
306437,2
306441,5
306443,5
306444,3
306445,5
306446,1
306447,5
306448,4
306453,5
306454,5
306455,3
306457,5
306458,5
306459,5
306463,5
306467,5
306468,3
306471,5
306475,5
306476,5
306479,5
306481,5
306482,5
306483,5
306484,2
306488,5
306492,5
306493,0
306494,5
306496,5
306497,5
306498,1
306499,3
306500,5
306502,4
306504,5
306506,5
306509,1
306511,2
306513,5
306515,5
306521,1
306523,5
306524,4
306525,5
306526,0
306531,5
306533,2
306534,0
306535,3
306536,2
306538,5
306540,4
306541,3
306546,5
306547,-1
306548,5
306552,5
306554,5
306556,5
306558,5
306560,4
306561,2
306562,5
306564,3
306565,5
306566,3
306571,1
306572,5
306577,5
306581,2
306587,0
306589,5
306590,1
306591,5
306593,5
306596,5
306597,5
306598,5
306605,5
306606,5
306608,5
306609,5
306613,5
306614,5
306615,5
306616,3
306617,5
306618,5
306620,2
306621,4
306622,5
306623,5
306625,5
306626,4
306627,5
306628,5
306631,-1
306635,3
306637,5
306638,2
306639,3
306640,2
306641,5
306642,1
306646,5
306648,5
306649,5
306650,3
306651,5
306652,5
306653,0
306654,5
306655,5
306657,5
306658,5
306659,5
306660,5
306661,5
306666,3
306669,5
306670,0
306672,2
306676,5
306680,5
306682,4
306684,5
306685,2
306686,1
306688,5
306689,5
306690,4
306691,2
306692,4
306694,5
306696,1
306698,1
306700,2
306701,5
306702,5
306703,2
306704,4
306707,1
306708,5
306710,5
306711,5
306712,2
306716,5
306717,5
306718,5
306719,3
306720,1
306721,5
306725,4
306728,2
306729,5
306730,4
306731,5
306733,5
306737,5
306740,5
306741,5
306742,3
306743,2
306745,5
306746,5
306748,5
306750,2
306752,5
306754,3
306755,5
306756,2
306757,4
306759,5
306760,5
306761,5
306762,5
306764,5
306765,2
306767,5
306768,5
306769,5
306774,5
306776,5
306777,5
306779,5
306780,5
306782,5
306783,5
306784,5
306789,5
306793,5
306799,2
306802,5
306803,0
306804,0
306807,5
306808,2
306810,5
306811,3
306813,2
306814,5
306817,5
306820,0
306821,5
306822,5
306823,5
306836,5
306837,3
306840,2
306841,0
306843,5
306851,5
306855,3
306856,3
306862,5
306863,5
306864,3
306865,5
306868,4
306869,4
306870,5
306871,5
306872,5
306875,5
306878,0
306881,5
306883,5
306887,2
306888,5
306892,5
306895,5
306897,1
306898,5
306899,5
306901,5
306903,5
306904,5
306905,5
306909,5
306912,5
306915,5
306918,5
306922,5
306923,5
306925,5
306926,5
306927,5
306928,5
306929,5
306934,5
306935,4
306936,5
306939,5
306940,5
306941,5
306942,5
306944,5
306946,3
306947,5
306949,5
306951,0
306952,5
306953,5
306954,2
306956,5
306957,5
306958,5
306960,5
306961,5
306963,3
306964,5
306967,5
306968,5
306970,3
306971,5
306974,5
306975,5
306977,5
306978,5
306979,5
306982,5
306985,5
306987,5
306991,2
306992,3
306993,4
306994,5
306995,5
306996,5
307002,3
307003,3
307004,5
307006,5
307008,0
307009,5
307012,5
307013,1
307019,5
307020,5
307021,4
307023,-1
307024,5
307025,3
307026,5
307028,5
307029,1
307031,5
307032,5
307033,5
307034,5
307035,5
307036,5
307039,5
307041,5
307043,2
307044,3
307045,5
307046,5
307050,5
307052,1
307053,5
307054,5
307056,5
307057,3
307061,2
307063,5
307064,5
307066,-1
307068,5
307069,5
307070,5
307076,5
307077,5
307078,4
307079,5
307080,5
307081,5
307082,3
307085,4
307088,5
307091,1
307092,5
307093,5
307094,5
307097,5
307098,5
307103,5
307107,-1
307112,5
307114,5
307117,5
307121,5
307122,5
307123,5
307126,1
307128,5
307129,5
307130,5
307131,5
307132,5
307133,5
307134,5
307135,5
307136,5
307137,5
307138,5
307139,5
307140,5
307141,5
307142,5
307143,1
307145,5
307146,5
307147,5
307148,5
307149,5
307150,5
307151,5
307152,2
307153,5
307154,5
307155,5
307156,5
307157,5
307158,5
307159,5
307160,5
307162,5
307163,1
307164,5
307165,0
307166,5
307167,3
307168,2
307169,5
307170,0
307171,0
307173,2
307174,5
307175,5
307176,5
307177,5
307178,5
307179,5
307180,5
307181,2
307182,5
307183,5
307186,5
307187,0
307188,3
307189,5
307190,5
307191,5
307192,5
307193,0
307194,5
307195,5
307196,5
307198,5
307199,5
307200,5
307201,5
307202,5
307203,3
307204,5
307206,3
307208,5
307211,5
307212,5
307214,5
307215,5
307216,5
307217,5
307218,5
307219,0
307220,3
307221,5
307222,5
307223,0
307224,5
307225,0
307226,1
307227,5
307228,5
307229,0
307230,5
307231,3
307232,5
307233,5
307234,5
307235,5
307236,5
307237,1
307238,0
307239,5
307240,5
307241,5
307242,5
307243,3
307244,0
307245,5
307247,5
307248,5
307249,5
307250,5
307251,5
307253,5
307254,5
307255,0
307256,0
307257,5
307258,5
307260,0
307261,5
307262,5
307263,5
307264,3
307265,5
307266,5
307267,0
307268,5
307269,5
307270,5
307271,5
307272,5
307275,5
307277,3
307278,5
307281,5
307283,5
307284,5
307286,5
307289,5
307292,1
307293,1
307294,5
307295,5
307296,5
307299,5
307302,5
307303,5
307304,5
307307,2
307309,3
307312,3
307316,5
307317,5
307318,5
307322,5
307323,3
307327,0
307330,5
307331,5
307332,5
307333,5
307335,5
307339,3
307340,5
307341,3
307342,4
307345,5
307346,2
307347,5
307348,5
307349,5
307351,5
307352,5
307353,5
307361,5
307368,3
307369,5
307370,5
307371,5
307372,4
307374,5
307377,5
307378,5
307379,5
307380,3
307383,-1
307384,5
307387,3
307389,5
307391,5
307392,5
307394,5
307397,5
307398,4
307399,3
307400,-1
307402,4
307404,4
307409,1
307410,4
307411,0
307415,5
307416,5
307418,5
307419,5
307424,5
307429,5
307430,5
307437,5
307438,5
307439,5
307441,5
307442,5
307443,4
307444,5
307447,5
307448,2
307449,0
307451,5
307453,0
307454,5
307458,5
307465,5
307466,5
307468,5
307469,3
307470,3
307473,5
307476,2
307481,5
307482,5
307486,5
307487,5
307488,2
307490,0
307491,5
307492,0
307493,5
307494,5
307495,2
307496,0
307497,5
307499,5
307500,5
307501,5
307504,5
307505,5
307506,5
307508,3
307509,5
307512,5
307513,5
307514,3
307518,5
307520,5
307521,5
307522,5
307524,5
307526,5
307528,2
307529,5
307530,5
307532,3
307535,5
307537,5
307538,5
307539,5
307541,5
307543,5
307547,5
307548,0
307549,5
307553,5
307554,5
307555,3
307556,5
307557,5
307559,5
307563,5
307568,5
307570,1
307572,5
307576,5
307579,5
307581,5
307584,5
307586,2
307589,2
307591,3
307593,5
307594,5
307599,5
307600,5
307605,4
307606,5
307608,5
307609,5
307615,5
307616,5
307619,2
307621,5
307622,5
307627,5
307628,5
307633,5
307635,5
307636,5
307637,2
307643,5
307645,5
307646,5
307652,5
307653,5
307655,0
307660,3
307661,-1
307662,5
307665,1
307669,5
307670,3
307671,5
307673,5
307674,5
307676,1
307679,5
307680,2
307682,5
307684,5
307686,5
307687,-1
307688,5
307689,0
307690,0
307693,5
307695,5
307696,5
307697,5
307698,5
307701,4
307703,4
307705,3
307712,5
307713,3
307714,5
307716,4
307717,5
307719,5
307720,3
307723,5
307729,5
307731,5
307732,5
307733,2
307736,5
307741,5
307746,1
307747,1
307748,5
307755,5
307757,0
307759,5
307760,5
307761,5
307762,5
307765,3
307766,5
307768,5
307770,5
307771,5
307772,5
307775,5
307776,5
307778,5
307779,2
307781,5
307784,5
307785,0
307788,5
307789,3
307795,5
307798,0
307800,2
307802,5
307805,5
307806,3
307813,5
307814,5
307815,5
307816,5
307818,5
307819,5
307820,5
307821,2
307823,5
307824,5
307825,5
307826,5
307829,5
307831,5
307835,5
307836,5
307839,5
307841,4
307842,5
307846,5
307850,5
307853,5
307859,4
307860,3
307861,0
307862,5
307864,2
307865,5
307867,5
307868,5
307872,5
307873,2
307876,5
307877,5
307887,5
307889,5
307890,5
307893,5
307897,0
307898,5
307899,0
307903,2
307904,5
307905,0
307906,5
307907,4
307909,5
307910,5
307912,5
307916,5
307917,4
307918,2
307919,5
307920,5
307921,5
307922,5
307923,5
307924,5
307926,5
307928,5
307930,5
307933,5
307935,5
307936,5
307937,5
307938,4
307944,5
307945,5
307946,5
307948,0
307949,5
307950,5
307953,5
307960,4
307963,5
307966,5
307968,5
307969,5
307974,5
307977,3
307978,5
307979,-1
307985,0
307988,5
307992,5
307996,5
307997,5
307999,1
308000,5
308001,5
308005,3
308006,5
308007,5
308008,5
308010,5
308011,0
308012,5
308014,5
308016,2
308017,4
308019,5
308020,3
308024,5
308025,5
308027,5
